Nome do Produto,Categoria do Produto,Preço do Produto (R$),Quantidade de Estoque,Filial,Data da Venda
Sombra de olhos,Alimentos,91.42,Indisponivel,Filial 3,Indisponivel
Blush em pó,Roupas,5.06,Indisponivel,Filial 3,Indisponivel
Delineador líquido,Eletrodomésticos,11.21,Indisponivel,Filial 3,Indisponivel
Batom matte,Roupas,14.2,Indisponivel,Filial 7,Indisponivel
Sombra de olhos,Eletrodomésticos,60.61,Indisponivel,Filial 9,Indisponivel
Delineador líquido,Alimentos,4.7,Indisponivel,Filial 8,Indisponivel
Batom matte,Eletrodomésticos,33.46,Indisponivel,Filial 6,Indisponivel
Blush em pó,Eletrônicos,96.62,Indisponivel,Filial 6,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,59.07,Indisponivel,Filial 3,Indisponivel
Sombra de olhos,Eletrodomésticos,15.63,Indisponivel,Filial 6,Indisponivel
Lápis de sobrancelha,Alimentos,76.87,Indisponivel,Filial 7,Indisponivel
Sombra de olhos,Eletrônicos,71.5,Indisponivel,Filial 5,Indisponivel
Lápis de sobrancelha,Roupas,34.09,Indisponivel,Filial 5,Indisponivel
Delineador líquido,Eletrônicos,71.1,Indisponivel,Filial 10,Indisponivel
Base líquida,Roupas,76.89,Indisponivel,Filial 2,Indisponivel
Pó compacto,Eletrodomésticos,19.72,Indisponivel,Filial 7,Indisponivel
Máscara de cílios,Eletrodomésticos,87.63,Indisponivel,Filial 7,Indisponivel
Máscara de cílios,Alimentos,46.84,Indisponivel,Filial 6,Indisponivel
Sombra de olhos,Eletrodomésticos,41.9,Indisponivel,Filial 3,Indisponivel
Delineador líquido,Eletrônicos,21.81,Indisponivel,Filial 3,Indisponivel
Delineador líquido,Eletrodomésticos,13.67,Indisponivel,Filial 1,Indisponivel
Máscara de cílios,Eletrodomésticos,30.13,Indisponivel,Filial 8,Indisponivel
Sombra de olhos,Eletrônicos,2.67,Indisponivel,Filial 9,Indisponivel
Batom matte,Eletrônicos,63.19,Indisponivel,Filial 10,Indisponivel
Máscara de cílios,Roupas,50.78,Indisponivel,Filial 10,Indisponivel
Pó compacto,Alimentos,74.63,Indisponivel,Filial 8,Indisponivel
Corretivo,Roupas,46.56,Indisponivel,Filial 6,Indisponivel
Blush em pó,Eletrônicos,57.78,Indisponivel,Filial 5,Indisponivel
Delineador líquido,Eletrodomésticos,66.04,Indisponivel,Filial 9,Indisponivel
Delineador líquido,Eletrônicos,28.44,Indisponivel,Filial 10,Indisponivel
Base líquida,Alimentos,29.67,Indisponivel,Filial 10,Indisponivel
Delineador líquido,Eletrodomésticos,30.88,Indisponivel,Filial 10,Indisponivel
Corretivo,Eletrodomésticos,79.88,Indisponivel,Filial 4,Indisponivel
Máscara de cílios,Eletrônicos,46.03,Indisponivel,Filial 8,Indisponivel
Batom matte,Eletrodomésticos,50.95,Indisponivel,Filial 6,Indisponivel
Pó compacto,Eletrodomésticos,46.7,Indisponivel,Filial 2,Indisponivel
Base líquida,Eletrônicos,98.28,Indisponivel,Filial 1,Indisponivel
Batom líquido,Roupas,76.26,Indisponivel,Filial 9,Indisponivel
Corretivo,Alimentos,54.2,Indisponivel,Filial 4,Indisponivel
Blush em pó,Eletrodomésticos,51.86,Indisponivel,Filial 1,Indisponivel
Base líquida,Eletrodomésticos,99.15,Indisponivel,Filial 6,Indisponivel
Blush em pó,Roupas,4.08,Indisponivel,Filial 4,Indisponivel
Pó compacto,Alimentos,7.18,Indisponivel,Filial 3,Indisponivel
Batom líquido,Roupas,94.78,Indisponivel,Filial 1,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,46.75,Indisponivel,Filial 5,Indisponivel
Pó compacto,Roupas,22.13,Indisponivel,Filial 6,Indisponivel
Base líquida,Eletrodomésticos,78.01,Indisponivel,Filial 4,Indisponivel
Pó compacto,Eletrônicos,90.11,Indisponivel,Filial 3,Indisponivel
Batom líquido,Eletrônicos,1.2,Indisponivel,Filial 6,Indisponivel
Base líquida,Alimentos,98.35,Indisponivel,Filial 10,Indisponivel
Base líquida,Eletrodomésticos,14.48,Indisponivel,Filial 5,Indisponivel
Corretivo,Eletrônicos,37.37,Indisponivel,Filial 2,Indisponivel
Sombra de olhos,Eletrônicos,50.97,Indisponivel,Filial 1,Indisponivel
Máscara de cílios,Eletrodomésticos,36.2,Indisponivel,Filial 1,Indisponivel
Batom matte,Eletrodomésticos,80.79,Indisponivel,Filial 8,Indisponivel
Delineador líquido,Eletrônicos,61.19,Indisponivel,Filial 9,Indisponivel
Blush em pó,Eletrônicos,67.38,Indisponivel,Filial 2,Indisponivel
Pó compacto,Roupas,11.0,Indisponivel,Filial 3,Indisponivel
Pó compacto,Eletrônicos,1.69,Indisponivel,Filial 9,Indisponivel
Delineador líquido,Eletrônicos,54.35,Indisponivel,Filial 5,Indisponivel
Pó compacto,Eletrodomésticos,89.04,Indisponivel,Filial 2,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,33.23,Indisponivel,Filial 4,Indisponivel
Base líquida,Eletrodomésticos,51.18,Indisponivel,Filial 4,Indisponivel
Batom matte,Roupas,81.12,Indisponivel,Filial 7,Indisponivel
Base líquida,Eletrodomésticos,42.06,Indisponivel,Filial 8,Indisponivel
Máscara de cílios,Eletrônicos,25.64,Indisponivel,Filial 3,Indisponivel
Máscara de cílios,Eletrônicos,42.99,Indisponivel,Filial 10,Indisponivel
Corretivo,Alimentos,90.76,Indisponivel,Filial 7,Indisponivel
Máscara de cílios,Alimentos,14.13,Indisponivel,Filial 1,Indisponivel
Sombra de olhos,Eletrônicos,65.25,Indisponivel,Filial 6,Indisponivel
Máscara de cílios,Alimentos,70.23,Indisponivel,Filial 2,Indisponivel
Blush em pó,Alimentos,91.16,Indisponivel,Filial 7,Indisponivel
Máscara de cílios,Alimentos,98.6,Indisponivel,Filial 5,Indisponivel
Sombra de olhos,Eletrodomésticos,26.44,Indisponivel,Filial 1,Indisponivel
Batom líquido,Alimentos,3.84,Indisponivel,Filial 10,Indisponivel
Blush em pó,Eletrodomésticos,25.89,Indisponivel,Filial 7,Indisponivel
Blush em pó,Eletrodomésticos,29.28,Indisponivel,Filial 8,Indisponivel
Batom líquido,Roupas,24.58,Indisponivel,Filial 3,Indisponivel
Pó compacto,Roupas,48.82,Indisponivel,Filial 8,Indisponivel
Pó compacto,Alimentos,9.2,Indisponivel,Filial 2,Indisponivel
Base líquida,Alimentos,64.38,Indisponivel,Filial 10,Indisponivel
Corretivo,Eletrônicos,48.36,Indisponivel,Filial 5,Indisponivel
Base líquida,Eletrônicos,91.63,Indisponivel,Filial 4,Indisponivel
Pó compacto,Eletrodomésticos,38.64,Indisponivel,Filial 4,Indisponivel
Batom matte,Eletrodomésticos,59.62,Indisponivel,Filial 6,Indisponivel
Batom matte,Eletrodomésticos,34.91,Indisponivel,Filial 5,Indisponivel
Base líquida,Eletrônicos,89.65,Indisponivel,Filial 5,Indisponivel
Pó compacto,Alimentos,32.15,Indisponivel,Filial 6,Indisponivel
Batom matte,Eletrodomésticos,21.49,Indisponivel,Filial 5,Indisponivel
Batom matte,Alimentos,51.42,Indisponivel,Filial 7,Indisponivel
Lápis de sobrancelha,Alimentos,70.13,Indisponivel,Filial 7,Indisponivel
Batom líquido,Eletrodomésticos,81.51,Indisponivel,Filial 10,Indisponivel
Batom matte,Eletrodomésticos,53.11,Indisponivel,Filial 4,Indisponivel
Sombra de olhos,Eletrônicos,3.97,Indisponivel,Filial 8,Indisponivel
Batom líquido,Roupas,49.56,Indisponivel,Filial 2,Indisponivel
Sombra de olhos,Eletrodomésticos,31.7,Indisponivel,Filial 1,Indisponivel
Máscara de cílios,Eletrodomésticos,14.47,Indisponivel,Filial 2,Indisponivel
Máscara de cílios,Roupas,14.61,Indisponivel,Filial 2,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,80.58,Indisponivel,Filial 2,Indisponivel
Pó compacto,Roupas,5.41,Indisponivel,Filial 2,Indisponivel
Blush em pó,Roupas,67.44,Indisponivel,Filial 4,Indisponivel
Pó compacto,Alimentos,63.27,Indisponivel,Filial 4,Indisponivel
Batom líquido,Roupas,4.8,Indisponivel,Filial 7,Indisponivel
Batom líquido,Eletrodomésticos,32.21,Indisponivel,Filial 9,Indisponivel
Lápis de sobrancelha,Eletrônicos,28.12,Indisponivel,Filial 5,Indisponivel
Delineador líquido,Eletrodomésticos,54.04,Indisponivel,Filial 9,Indisponivel
Blush em pó,Roupas,34.24,Indisponivel,Filial 7,Indisponivel
Lápis de sobrancelha,Roupas,50.95,Indisponivel,Filial 3,Indisponivel
Batom líquido,Alimentos,88.87,Indisponivel,Filial 4,Indisponivel
Pó compacto,Eletrodomésticos,10.73,Indisponivel,Filial 4,Indisponivel
Máscara de cílios,Roupas,69.04,Indisponivel,Filial 5,Indisponivel
Blush em pó,Eletrodomésticos,67.5,Indisponivel,Filial 7,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,57.38,Indisponivel,Filial 7,Indisponivel
Blush em pó,Eletrônicos,48.03,Indisponivel,Filial 1,Indisponivel
Corretivo,Eletrônicos,70.15,Indisponivel,Filial 5,Indisponivel
Batom líquido,Roupas,95.69,Indisponivel,Filial 4,Indisponivel
Base líquida,Eletrônicos,76.86,Indisponivel,Filial 1,Indisponivel
Batom matte,Roupas,66.98,Indisponivel,Filial 2,Indisponivel
Delineador líquido,Eletrônicos,87.93,Indisponivel,Filial 1,Indisponivel
Sombra de olhos,Roupas,71.65,Indisponivel,Filial 1,Indisponivel
Corretivo,Roupas,1.85,Indisponivel,Filial 4,Indisponivel
Sombra de olhos,Alimentos,55.49,Indisponivel,Filial 3,Indisponivel
Lápis de sobrancelha,Roupas,95.77,Indisponivel,Filial 9,Indisponivel
Corretivo,Roupas,27.44,Indisponivel,Filial 5,Indisponivel
Delineador líquido,Alimentos,75.16,Indisponivel,Filial 9,Indisponivel
Delineador líquido,Alimentos,36.79,Indisponivel,Filial 6,Indisponivel
Máscara de cílios,Eletrônicos,28.57,Indisponivel,Filial 3,Indisponivel
Máscara de cílios,Alimentos,23.9,Indisponivel,Filial 8,Indisponivel
Base líquida,Alimentos,78.19,Indisponivel,Filial 3,Indisponivel
Máscara de cílios,Roupas,92.16,Indisponivel,Filial 10,Indisponivel
Máscara de cílios,Roupas,46.48,Indisponivel,Filial 1,Indisponivel
Pó compacto,Eletrodomésticos,21.85,Indisponivel,Filial 8,Indisponivel
Delineador líquido,Eletrônicos,65.36,Indisponivel,Filial 10,Indisponivel
Base líquida,Roupas,42.81,Indisponivel,Filial 5,Indisponivel
Pó compacto,Alimentos,18.09,Indisponivel,Filial 8,Indisponivel
Lápis de sobrancelha,Eletrônicos,28.82,Indisponivel,Filial 10,Indisponivel
Blush em pó,Eletrodomésticos,69.97,Indisponivel,Filial 7,Indisponivel
Máscara de cílios,Alimentos,32.7,Indisponivel,Filial 9,Indisponivel
Sombra de olhos,Eletrônicos,53.15,Indisponivel,Filial 10,Indisponivel
Base líquida,Eletrônicos,71.77,Indisponivel,Filial 5,Indisponivel
Máscara de cílios,Alimentos,73.5,Indisponivel,Filial 2,Indisponivel
Corretivo,Alimentos,32.97,Indisponivel,Filial 9,Indisponivel
Batom líquido,Alimentos,31.83,Indisponivel,Filial 9,Indisponivel
Base líquida,Roupas,54.38,Indisponivel,Filial 5,Indisponivel
Pó compacto,Alimentos,58.33,Indisponivel,Filial 4,Indisponivel
Base líquida,Eletrodomésticos,66.71,Indisponivel,Filial 10,Indisponivel
Lápis de sobrancelha,Roupas,16.95,Indisponivel,Filial 6,Indisponivel
Máscara de cílios,Alimentos,7.36,Indisponivel,Filial 9,Indisponivel
Delineador líquido,Alimentos,58.38,Indisponivel,Filial 4,Indisponivel
Pó compacto,Eletrodomésticos,72.0,Indisponivel,Filial 4,Indisponivel
Batom líquido,Eletrodomésticos,17.18,Indisponivel,Filial 6,Indisponivel
Sombra de olhos,Alimentos,91.7,Indisponivel,Filial 9,Indisponivel
Batom líquido,Alimentos,96.47,Indisponivel,Filial 6,Indisponivel
Delineador líquido,Roupas,71.91,Indisponivel,Filial 4,Indisponivel
Corretivo,Alimentos,18.48,Indisponivel,Filial 9,Indisponivel
Máscara de cílios,Eletrodomésticos,53.84,Indisponivel,Filial 5,Indisponivel
Blush em pó,Alimentos,57.96,Indisponivel,Filial 7,Indisponivel
Pó compacto,Alimentos,58.38,Indisponivel,Filial 5,Indisponivel
Batom matte,Alimentos,55.27,Indisponivel,Filial 8,Indisponivel
Base líquida,Alimentos,15.11,Indisponivel,Filial 1,Indisponivel
Delineador líquido,Eletrônicos,3.59,Indisponivel,Filial 10,Indisponivel
Lápis de sobrancelha,Roupas,24.02,Indisponivel,Filial 1,Indisponivel
Base líquida,Eletrônicos,24.87,Indisponivel,Filial 2,Indisponivel
Sombra de olhos,Eletrodomésticos,5.79,Indisponivel,Filial 10,Indisponivel
Corretivo,Eletrodomésticos,7.99,Indisponivel,Filial 8,Indisponivel
Batom matte,Alimentos,56.23,Indisponivel,Filial 5,Indisponivel
Delineador líquido,Eletrônicos,54.43,Indisponivel,Filial 8,Indisponivel
Lápis de sobrancelha,Alimentos,85.74,Indisponivel,Filial 7,Indisponivel
Batom matte,Eletrônicos,21.03,Indisponivel,Filial 4,Indisponivel
Delineador líquido,Eletrodomésticos,70.25,Indisponivel,Filial 6,Indisponivel
Batom líquido,Eletrônicos,4.58,Indisponivel,Filial 7,Indisponivel
Batom líquido,Roupas,11.28,Indisponivel,Filial 6,Indisponivel
Batom líquido,Alimentos,76.44,Indisponivel,Filial 10,Indisponivel
Batom matte,Alimentos,83.86,Indisponivel,Filial 6,Indisponivel
Blush em pó,Eletrônicos,62.93,Indisponivel,Filial 1,Indisponivel
Corretivo,Alimentos,36.87,Indisponivel,Filial 6,Indisponivel
Lápis de sobrancelha,Eletrônicos,95.76,Indisponivel,Filial 7,Indisponivel
Batom líquido,Eletrônicos,30.25,Indisponivel,Filial 3,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,7.11,Indisponivel,Filial 5,Indisponivel
Delineador líquido,Eletrodomésticos,61.41,Indisponivel,Filial 4,Indisponivel
Máscara de cílios,Eletrodomésticos,71.81,Indisponivel,Filial 6,Indisponivel
Máscara de cílios,Roupas,88.18,Indisponivel,Filial 5,Indisponivel
Batom matte,Alimentos,85.28,Indisponivel,Filial 8,Indisponivel
Corretivo,Alimentos,36.89,Indisponivel,Filial 8,Indisponivel
Batom líquido,Roupas,28.46,Indisponivel,Filial 4,Indisponivel
Corretivo,Alimentos,8.22,Indisponivel,Filial 4,Indisponivel
Base líquida,Eletrodomésticos,24.08,Indisponivel,Filial 10,Indisponivel
Blush em pó,Eletrônicos,9.06,Indisponivel,Filial 10,Indisponivel
Batom líquido,Alimentos,19.23,Indisponivel,Filial 10,Indisponivel
Batom matte,Eletrodomésticos,47.09,Indisponivel,Filial 10,Indisponivel
Lápis de sobrancelha,Roupas,44.97,Indisponivel,Filial 7,Indisponivel
Base líquida,Alimentos,13.68,Indisponivel,Filial 5,Indisponivel
Máscara de cílios,Eletrodomésticos,41.71,Indisponivel,Filial 8,Indisponivel
Delineador líquido,Eletrônicos,63.62,Indisponivel,Filial 8,Indisponivel
Blush em pó,Alimentos,54.43,Indisponivel,Filial 1,Indisponivel
Blush em pó,Roupas,16.82,Indisponivel,Filial 10,Indisponivel
Base líquida,Roupas,59.46,Indisponivel,Filial 10,Indisponivel
Base líquida,Eletrônicos,69.78,Indisponivel,Filial 9,Indisponivel
Corretivo,Alimentos,72.97,Indisponivel,Filial 6,Indisponivel
Base líquida,Alimentos,45.95,Indisponivel,Filial 1,Indisponivel
Delineador líquido,Roupas,67.65,Indisponivel,Filial 8,Indisponivel
Batom matte,Eletrodomésticos,57.19,Indisponivel,Filial 4,Indisponivel
Blush em pó,Alimentos,71.19,Indisponivel,Filial 7,Indisponivel
Pó compacto,Eletrodomésticos,33.18,Indisponivel,Filial 3,Indisponivel
Batom líquido,Roupas,77.2,Indisponivel,Filial 10,Indisponivel
Blush em pó,Roupas,73.63,Indisponivel,Filial 4,Indisponivel
Blush em pó,Eletrônicos,92.41,Indisponivel,Filial 6,Indisponivel
Base líquida,Alimentos,72.93,Indisponivel,Filial 8,Indisponivel
Corretivo,Eletrodomésticos,67.21,Indisponivel,Filial 3,Indisponivel
Corretivo,Roupas,34.61,Indisponivel,Filial 7,Indisponivel
Máscara de cílios,Roupas,32.79,Indisponivel,Filial 5,Indisponivel
Corretivo,Eletrônicos,79.34,Indisponivel,Filial 6,Indisponivel
Sombra de olhos,Alimentos,68.92,Indisponivel,Filial 4,Indisponivel
Batom matte,Eletrônicos,16.21,Indisponivel,Filial 6,Indisponivel
Blush em pó,Eletrônicos,9.7,Indisponivel,Filial 2,Indisponivel
Batom líquido,Eletrodomésticos,82.22,Indisponivel,Filial 6,Indisponivel
Sombra de olhos,Eletrodomésticos,65.57,Indisponivel,Filial 10,Indisponivel
Lápis de sobrancelha,Alimentos,53.94,Indisponivel,Filial 8,Indisponivel
Corretivo,Roupas,24.38,Indisponivel,Filial 8,Indisponivel
Corretivo,Alimentos,26.15,Indisponivel,Filial 10,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,44.22,Indisponivel,Filial 3,Indisponivel
Sombra de olhos,Eletrodomésticos,31.85,Indisponivel,Filial 9,Indisponivel
Base líquida,Roupas,70.29,Indisponivel,Filial 1,Indisponivel
Pó compacto,Alimentos,53.54,Indisponivel,Filial 6,Indisponivel
Blush em pó,Eletrodomésticos,68.22,Indisponivel,Filial 2,Indisponivel
Batom matte,Eletrodomésticos,93.2,Indisponivel,Filial 9,Indisponivel
Delineador líquido,Roupas,20.78,Indisponivel,Filial 9,Indisponivel
Máscara de cílios,Alimentos,7.28,Indisponivel,Filial 2,Indisponivel
Delineador líquido,Roupas,84.75,Indisponivel,Filial 3,Indisponivel
Blush em pó,Eletrodomésticos,19.7,Indisponivel,Filial 1,Indisponivel
Batom líquido,Eletrônicos,17.68,Indisponivel,Filial 4,Indisponivel
Lápis de sobrancelha,Alimentos,76.56,Indisponivel,Filial 2,Indisponivel
Pó compacto,Eletrônicos,28.0,Indisponivel,Filial 5,Indisponivel
Delineador líquido,Eletrodomésticos,44.42,Indisponivel,Filial 6,Indisponivel
Blush em pó,Alimentos,89.74,Indisponivel,Filial 4,Indisponivel
Sombra de olhos,Alimentos,89.88,Indisponivel,Filial 6,Indisponivel
Corretivo,Eletrodomésticos,15.4,Indisponivel,Filial 1,Indisponivel
Batom matte,Eletrodomésticos,3.05,Indisponivel,Filial 1,Indisponivel
Delineador líquido,Roupas,43.02,Indisponivel,Filial 8,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,39.21,Indisponivel,Filial 6,Indisponivel
Batom matte,Alimentos,61.82,Indisponivel,Filial 3,Indisponivel
Blush em pó,Roupas,55.76,Indisponivel,Filial 5,Indisponivel
Corretivo,Roupas,9.73,Indisponivel,Filial 4,Indisponivel
Lápis de sobrancelha,Roupas,61.57,Indisponivel,Filial 10,Indisponivel
Delineador líquido,Eletrônicos,75.93,Indisponivel,Filial 1,Indisponivel
Lápis de sobrancelha,Eletrônicos,97.32,Indisponivel,Filial 10,Indisponivel
Pó compacto,Eletrodomésticos,26.08,Indisponivel,Filial 4,Indisponivel
Delineador líquido,Alimentos,84.83,Indisponivel,Filial 4,Indisponivel
Delineador líquido,Alimentos,29.56,Indisponivel,Filial 5,Indisponivel
Máscara de cílios,Eletrônicos,69.03,Indisponivel,Filial 5,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,69.55,Indisponivel,Filial 1,Indisponivel
Sombra de olhos,Eletrônicos,42.89,Indisponivel,Filial 6,Indisponivel
Corretivo,Eletrônicos,13.18,Indisponivel,Filial 3,Indisponivel
Sombra de olhos,Eletrônicos,71.6,Indisponivel,Filial 4,Indisponivel
Corretivo,Eletrodomésticos,54.92,Indisponivel,Filial 10,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,66.37,Indisponivel,Filial 10,Indisponivel
Batom líquido,Eletrônicos,48.64,Indisponivel,Filial 7,Indisponivel
Blush em pó,Eletrodomésticos,3.34,Indisponivel,Filial 9,Indisponivel
Blush em pó,Eletrônicos,41.44,Indisponivel,Filial 1,Indisponivel
Máscara de cílios,Alimentos,80.05,Indisponivel,Filial 7,Indisponivel
Corretivo,Roupas,5.85,Indisponivel,Filial 8,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,74.41,Indisponivel,Filial 6,Indisponivel
Batom matte,Alimentos,16.82,Indisponivel,Filial 6,Indisponivel
Batom matte,Eletrodomésticos,75.16,Indisponivel,Filial 10,Indisponivel
Corretivo,Eletrodomésticos,82.46,Indisponivel,Filial 1,Indisponivel
Blush em pó,Roupas,17.11,Indisponivel,Filial 3,Indisponivel
Base líquida,Roupas,52.85,Indisponivel,Filial 9,Indisponivel
Delineador líquido,Eletrônicos,21.95,Indisponivel,Filial 3,Indisponivel
Máscara de cílios,Alimentos,77.94,Indisponivel,Filial 2,Indisponivel
Máscara de cílios,Alimentos,74.08,Indisponivel,Filial 2,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,30.88,Indisponivel,Filial 10,Indisponivel
Lápis de sobrancelha,Alimentos,56.83,Indisponivel,Filial 5,Indisponivel
Lápis de sobrancelha,Alimentos,28.48,Indisponivel,Filial 8,Indisponivel
Delineador líquido,Eletrônicos,32.08,Indisponivel,Filial 4,Indisponivel
Base líquida,Roupas,53.35,Indisponivel,Filial 2,Indisponivel
Delineador líquido,Alimentos,12.87,Indisponivel,Filial 9,Indisponivel
Lápis de sobrancelha,Alimentos,91.79,Indisponivel,Filial 2,Indisponivel
Batom líquido,Roupas,32.46,Indisponivel,Filial 8,Indisponivel
Pó compacto,Alimentos,10.31,Indisponivel,Filial 10,Indisponivel
Batom matte,Roupas,57.86,Indisponivel,Filial 9,Indisponivel
Corretivo,Roupas,42.34,Indisponivel,Filial 10,Indisponivel
Base líquida,Eletrodomésticos,80.15,Indisponivel,Filial 10,Indisponivel
Sombra de olhos,Eletrônicos,97.17,Indisponivel,Filial 6,Indisponivel
Sombra de olhos,Alimentos,19.25,Indisponivel,Filial 3,Indisponivel
Delineador líquido,Eletrodomésticos,59.79,Indisponivel,Filial 9,Indisponivel
Pó compacto,Eletrônicos,21.38,Indisponivel,Filial 4,Indisponivel
Blush em pó,Eletrodomésticos,37.03,Indisponivel,Filial 3,Indisponivel
Base líquida,Alimentos,64.19,Indisponivel,Filial 10,Indisponivel
Blush em pó,Roupas,56.95,Indisponivel,Filial 10,Indisponivel
Corretivo,Eletrônicos,80.93,Indisponivel,Filial 7,Indisponivel
Pó compacto,Alimentos,83.98,Indisponivel,Filial 2,Indisponivel
Lápis de sobrancelha,Roupas,60.52,Indisponivel,Filial 5,Indisponivel
Pó compacto,Eletrônicos,97.87,Indisponivel,Filial 9,Indisponivel
Base líquida,Roupas,20.69,Indisponivel,Filial 6,Indisponivel
Batom matte,Eletrodomésticos,46.28,Indisponivel,Filial 3,Indisponivel
Blush em pó,Roupas,21.04,Indisponivel,Filial 8,Indisponivel
Delineador líquido,Roupas,44.34,Indisponivel,Filial 6,Indisponivel
Lápis de sobrancelha,Roupas,67.04,Indisponivel,Filial 1,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,14.3,Indisponivel,Filial 9,Indisponivel
Pó compacto,Eletrônicos,7.96,Indisponivel,Filial 7,Indisponivel
Blush em pó,Roupas,89.7,Indisponivel,Filial 8,Indisponivel
Batom líquido,Roupas,40.85,Indisponivel,Filial 8,Indisponivel
Batom matte,Eletrônicos,38.67,Indisponivel,Filial 10,Indisponivel
Pó compacto,Alimentos,25.73,Indisponivel,Filial 2,Indisponivel
Base líquida,Roupas,63.5,Indisponivel,Filial 7,Indisponivel
Pó compacto,Roupas,90.18,Indisponivel,Filial 10,Indisponivel
Corretivo,Eletrodomésticos,46.38,Indisponivel,Filial 10,Indisponivel
Máscara de cílios,Eletrônicos,57.55,Indisponivel,Filial 5,Indisponivel
Batom líquido,Eletrodomésticos,51.17,Indisponivel,Filial 5,Indisponivel
Batom líquido,Roupas,66.77,Indisponivel,Filial 4,Indisponivel
Sombra de olhos,Eletrodomésticos,19.98,Indisponivel,Filial 9,Indisponivel
Blush em pó,Eletrodomésticos,13.23,Indisponivel,Filial 1,Indisponivel
Máscara de cílios,Roupas,90.06,Indisponivel,Filial 5,Indisponivel
Blush em pó,Alimentos,5.12,Indisponivel,Filial 2,Indisponivel
Pó compacto,Alimentos,4.15,Indisponivel,Filial 4,Indisponivel
Batom matte,Roupas,63.64,Indisponivel,Filial 9,Indisponivel
Base líquida,Eletrônicos,36.43,Indisponivel,Filial 9,Indisponivel
Batom matte,Eletrodomésticos,34.69,Indisponivel,Filial 7,Indisponivel
Pó compacto,Alimentos,26.39,Indisponivel,Filial 7,Indisponivel
Lápis de sobrancelha,Alimentos,49.52,Indisponivel,Filial 2,Indisponivel
Base líquida,Alimentos,13.11,Indisponivel,Filial 6,Indisponivel
Sombra de olhos,Alimentos,23.43,Indisponivel,Filial 4,Indisponivel
Batom matte,Eletrônicos,25.8,Indisponivel,Filial 9,Indisponivel
Batom líquido,Roupas,83.23,Indisponivel,Filial 5,Indisponivel
Delineador líquido,Alimentos,66.5,Indisponivel,Filial 3,Indisponivel
Base líquida,Alimentos,82.56,Indisponivel,Filial 10,Indisponivel
Máscara de cílios,Eletrônicos,6.81,Indisponivel,Filial 5,Indisponivel
Pó compacto,Roupas,20.04,Indisponivel,Filial 6,Indisponivel
Blush em pó,Eletrodomésticos,94.79,Indisponivel,Filial 10,Indisponivel
Sombra de olhos,Alimentos,64.47,Indisponivel,Filial 4,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,39.25,Indisponivel,Filial 1,Indisponivel
Corretivo,Eletrônicos,79.51,Indisponivel,Filial 7,Indisponivel
Base líquida,Eletrônicos,17.29,Indisponivel,Filial 7,Indisponivel
Delineador líquido,Alimentos,26.04,Indisponivel,Filial 6,Indisponivel
Lápis de sobrancelha,Eletrônicos,47.93,Indisponivel,Filial 10,Indisponivel
Batom matte,Eletrodomésticos,68.86,Indisponivel,Filial 8,Indisponivel
Blush em pó,Alimentos,19.68,Indisponivel,Filial 2,Indisponivel
Base líquida,Eletrodomésticos,6.59,Indisponivel,Filial 5,Indisponivel
Corretivo,Roupas,38.96,Indisponivel,Filial 2,Indisponivel
Sombra de olhos,Roupas,6.41,Indisponivel,Filial 4,Indisponivel
Máscara de cílios,Eletrônicos,36.43,Indisponivel,Filial 8,Indisponivel
Sombra de olhos,Eletrônicos,13.17,Indisponivel,Filial 7,Indisponivel
Corretivo,Roupas,20.19,Indisponivel,Filial 10,Indisponivel
Batom líquido,Roupas,78.18,Indisponivel,Filial 4,Indisponivel
Base líquida,Roupas,53.04,Indisponivel,Filial 3,Indisponivel
Máscara de cílios,Eletrônicos,43.27,Indisponivel,Filial 5,Indisponivel
Blush em pó,Eletrodomésticos,9.16,Indisponivel,Filial 2,Indisponivel
Corretivo,Eletrônicos,15.12,Indisponivel,Filial 8,Indisponivel
Máscara de cílios,Eletrônicos,52.08,Indisponivel,Filial 3,Indisponivel
Delineador líquido,Eletrônicos,47.07,Indisponivel,Filial 3,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,79.44,Indisponivel,Filial 1,Indisponivel
Lápis de sobrancelha,Roupas,6.88,Indisponivel,Filial 5,Indisponivel
Máscara de cílios,Eletrodomésticos,79.54,Indisponivel,Filial 10,Indisponivel
Base líquida,Alimentos,32.25,Indisponivel,Filial 1,Indisponivel
Máscara de cílios,Alimentos,7.95,Indisponivel,Filial 1,Indisponivel
Sombra de olhos,Roupas,56.82,Indisponivel,Filial 7,Indisponivel
Corretivo,Eletrônicos,50.21,Indisponivel,Filial 6,Indisponivel
